"chimp_id","year","network_sex","behavior","network_type","bt","ec","deg","trans","sex","mother_id","father_id","dobc","dfs","dls","age_mid_year","avg_rank","rank_class","days_cycling","days_obs","prop_cyc"
"OT",2013,"any_combo","total_grooming","undirected",1.96111111111111,0.29530941227235,4,0.333333333333333,"F","OU","ST",1998-02-13,1998-02-13,NA,15.378507871321,0.294520548175342,"lo",0,178,0
"OU",2013,"any_combo","total_grooming","undirected",4.55198412698413,0.630448015607738,7,0.476190476190476,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,33.5468856947296,1,"hi",16,168,0.0952380952380952
"PB",2013,"any_combo","total_grooming","undirected",53.5519841269841,0.922823877383771,14,0.252747252747253,"M","PU",NA,1995-01-24,1995-02-24,NA,18.4339493497604,0.466358572871233,"med",NA,NA,NA
"PO",2013,"any_combo","total_grooming","undirected",0.866666666666667,0.183264211248732,3,0,"F",NA,NA,1998-03-04,2011-03-01,NA,15.3264887063655,0.292407044865753,"lo",119,189,0.62962962962963
"QT",2013,"any_combo","total_grooming","undirected",0.142857142857143,0.420429286183719,4,0.833333333333333,"F",NA,NA,1992-06-20,2005-06-17,NA,21.0294318959617,0.516712328665753,"med",12,168,0.0714285714285714
"RD",2013,"any_combo","total_grooming","undirected",10.3373015873016,0.554762971012182,7,0.380952380952381,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,17.7084188911704,0.0629745593150685,"lo",21,125,0.168
"TG",2013,"any_combo","total_grooming","undirected",2.64523809523809,0.425247442518963,5,0.3,"F",NA,NA,1980-05-17,1993-05-14,NA,33.1225188227242,0.928610567936986,"hi",0,215,0
"TJ",2013,"any_combo","total_grooming","undirected",17.2801587301587,0.935499674202241,12,0.363636363636364,"M","TG","AJ",1995-08-13,1995-08-13,NA,17.8836413415469,0.671363340073973,"hi",NA,NA,NA
"TU",2013,"any_combo","total_grooming","undirected",1.73293650793651,0.676766496562792,7,0.666666666666667,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,52.9965776865161,0.569071704208219,"med",NA,NA,NA
"UM",2013,"any_combo","total_grooming","undirected",0,0.0291988317100397,1,0,"F",NA,NA,1982-12-31,1995-12-28,NA,30.4996577686516,0.614716242580822,"med",0,65,0
"WA",2013,"any_combo","total_grooming","undirected",21,0.2387399894802,3,0.333333333333333,"F",NA,NA,1991-11-29,2004-11-25,NA,21.5879534565366,0.0956164383890411,"lo",0,148,0
"WL",2013,"any_combo","total_grooming","undirected",3.77063492063492,0.621341820339222,7,0.428571428571429,"F",NA,NA,1992-10-27,2005-10-24,NA,20.6762491444216,0.828884540142466,"hi",7,187,0.0374331550802139
"YB",2013,"any_combo","total_grooming","undirected",2.76349206349206,0.616857057010456,7,0.476190476190476,"M",NA,NA,1973-07-02,1983-07-02,NA,39.9972621492129,0.390142505986301,"med",NA,NA,NA
"AJ",2014,"any_combo","total_grooming","undirected",19.5111111111111,0.762377900913978,10,0.422222222222222,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,39.9972621492129,0.771978021833333,"hi",NA,NA,NA
"AL",2014,"any_combo","total_grooming","undirected",0,0,0,0,"F",NA,NA,1981-04-24,1994-04-21,NA,33.1854893908282,0.639409904860274,"med",0,127,0
"BB",2014,"any_combo","total_grooming","undirected",5.60833333333333,0.800866674835206,9,0.638888888888889,"M",NA,NA,1966-07-02,1983-07-02,NA,47.9972621492129,0.847031963279452,"hi",NA,NA,NA
"BL",2014,"any_combo","total_grooming","undirected",0,0,0,0,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,53.9958932238193,0.774604847145205,"hi",0,124,0
"ES",2014,"any_combo","total_grooming","undirected",8.06388888888889,0.933219986693687,11,0.545454545454545,"M","EK","AJ",1994-07-02,1996-03-03,NA,19.9972621492129,1,"hi",NA,NA,NA
"LK",2014,"any_combo","total_grooming","undirected",15.8805555555556,0.953104676589319,12,0.46969696969697,"M","LP",NA,1983-07-02,1983-07-02,NA,30.9979466119097,0.915251643443836,"hi",NA,NA,NA
"LN",2014,"any_combo","total_grooming","undirected",0.333333333333333,0.227447414847901,3,0.666666666666667,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,18.8720054757016,0.225395152854795,"lo",0,173,0
"ML",2014,"any_combo","total_grooming","undirected",0.2,0.370598339362571,4,0.833333333333333,"F",NA,NA,1996-01-18,2009-01-14,NA,18.4503764544832,0.545626975356164,"med",0,176,0
"MX",2014,"any_combo","total_grooming","undirected",0,0.0794839994773034,1,0,"M","MU","SL",1998-01-15,1999-01-09,NA,16.4572210814511,0,"lo",NA,NA,NA
"NP",2014,"any_combo","total_grooming","undirected",22.575,0.66280647016873,9,0.416666666666667,"F","NL","LK",2000-02-09,2000-02-11,NA,14.3901437371663,0,"lo",9,172,0.0523255813953488
"OT",2014,"any_combo","total_grooming","undirected",0,0.0257143689468344,1,0,"F","OU","ST",1998-02-13,1998-02-13,NA,16.3778234086242,0.3756585882,"med",0,133,0
"OU",2014,"any_combo","total_grooming","undirected",18.125,0.214428692898557,3,0,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,34.5462012320329,1,"hi",0,136,0
"PB",2014,"any_combo","total_grooming","undirected",44.5777777777778,1,14,0.362637362637363,"M","PU",NA,1995-01-24,1995-02-24,NA,19.4332648870637,0.633684580189041,"med",NA,NA,NA
"PO",2014,"any_combo","total_grooming","undirected",2.63888888888889,0.422194680514393,5,0.6,"F",NA,NA,1998-03-04,2011-03-01,NA,16.3258042436687,0.300526870690411,"lo",15,107,0.14018691588785
"QT",2014,"any_combo","total_grooming","undirected",0.2,0.584861435488317,6,0.933333333333333,"F",NA,NA,1992-06-20,2005-06-17,NA,22.0287474332649,0.477660695736986,"med",14,163,0.0858895705521472
"RD",2014,"any_combo","total_grooming","undirected",0.333333333333333,0.511448059641868,5,0.9,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,18.7077344284736,0.075131717509589,"lo",17,66,0.257575757575758
"TG",2014,"any_combo","total_grooming","undirected",0,0.512340154813709,5,1,"F",NA,NA,1980-05-17,1993-05-14,NA,34.1218343600274,0.924868282490411,"hi",1,189,0.00529100529100529
"TJ",2014,"any_combo","total_grooming","undirected",8.83611111111111,0.953388118710623,11,0.581818181818182,"M","TG","AJ",1995-08-13,1995-08-13,NA,18.8829568788501,0.719802799769863,"hi",NA,NA,NA
"UM",2014,"any_combo","total_grooming","undirected",0,0.301761542259342,3,1,"F",NA,NA,1982-12-31,1995-12-28,NA,31.4989733059548,0.688514225265753,"hi",6,64,0.09375
"WA",2014,"any_combo","total_grooming","undirected",4.375,0.474458975261792,6,0.466666666666667,"F",NA,NA,1991-11-29,2004-11-25,NA,22.5872689938398,0.150263435345205,"lo",5,177,0.0282485875706215
"WL",2014,"any_combo","total_grooming","undirected",0.125,0.551884433689387,5,0.9,"F",NA,NA,1992-10-27,2005-10-24,NA,21.6755646817248,0.849736564654795,"hi",20,141,0.141843971631206
"YB",2014,"any_combo","total_grooming","undirected",1.61666666666667,0.677266567426035,7,0.761904761904762,"M",NA,NA,1973-07-02,1983-07-02,NA,40.9965776865161,0.554250087454795,"med",NA,NA,NA
"AL",2015,"any_combo","total_grooming","undirected",0,0.377073413354954,3,1,"F",NA,NA,1981-04-24,1994-04-21,NA,34.1848049281314,0.640964799978082,"hi",46,250,0.184
"AT",2015,"any_combo","total_grooming","undirected",44.8333333333333,0.939245682251566,13,0.243589743589744,"M","AL",NA,1999-11-02,1999-11-04,NA,15.6605065023956,0.560481527512329,"med",NA,NA,NA
"BB",2015,"any_combo","total_grooming","undirected",2.10238095238095,0.761096351733753,7,0.714285714285714,"M",NA,NA,1966-07-02,1983-07-02,NA,48.9965776865161,0.892507264621918,"hi",NA,NA,NA
"BL",2015,"any_combo","total_grooming","undirected",0,0.13200754617803,1,0,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,54.9952087611225,0.784578880046575,"hi",0,178,0
"ES",2015,"any_combo","total_grooming","undirected",30.8857142857143,0.917207787813087,12,0.333333333333333,"M","EK","AJ",1994-07-02,1996-03-03,NA,20.9965776865161,1,"hi",NA,NA,NA
"GG",2015,"any_combo","total_grooming","undirected",0,1.54574839367573e-17,0,0,"F","GS","AJ?",2002-07-02,2005-01-19,NA,12.9965776865161,0.1875,"lo",0,128,0
"LK",2015,"any_combo","total_grooming","undirected",49.6357142857143,1,13,0.333333333333333,"M","LP",NA,1983-07-02,1983-07-02,NA,31.9972621492129,0.722125363169863,"hi",NA,NA,NA
"LN",2015,"any_combo","total_grooming","undirected",0,0.123987517772339,1,0,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,19.8713210130048,0.267009508983562,"lo",14,172,0.0813953488372093
"ML",2015,"any_combo","total_grooming","undirected",0,0.167558325605461,2,1,"F",NA,NA,1996-01-18,2009-01-14,NA,19.4496919917864,0.526228485967123,"med",24,268,0.0895522388059701
"MX",2015,"any_combo","total_grooming","undirected",0.25,0.455919488552942,4,0.833333333333333,"M","MU","SL",1998-01-15,1999-01-09,NA,17.4565366187543,0.0586135325013699,"lo",NA,NA,NA
"NP",2015,"any_combo","total_grooming","undirected",10.05,0.462120130581216,6,0.333333333333333,"F","NL","LK",2000-02-09,2000-02-11,NA,15.3894592744695,0.0198793216027397,"lo",0,264,0
"OT",2015,"any_combo","total_grooming","undirected",2.83333333333333,0.373952718806875,4,0.666666666666667,"F","OU","ST",1998-02-13,1998-02-13,NA,17.3771389459274,0.41250715069589,"med",31,208,0.149038461538462
"OU",2015,"any_combo","total_grooming","undirected",0,0.181372126974329,2,1,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,35.5455167693361,1,"hi",10,223,0.0448430493273543
"PB",2015,"any_combo","total_grooming","undirected",29.2666666666667,0.807188560146856,11,0.254545454545455,"M","PU",NA,1995-01-24,1995-02-24,NA,20.4325804243669,0.699398090684932,"med",NA,NA,NA
"PO",2015,"any_combo","total_grooming","undirected",2.66666666666667,0.251992681975078,4,0.333333333333333,"F",NA,NA,1998-03-04,2011-03-01,NA,17.3251197809719,0.338816548780822,"med",3,219,0.0136986301369863
"QT",2015,"any_combo","total_grooming","undirected",0.8,0.265790987080845,3,0.666666666666667,"F",NA,NA,1992-06-20,2005-06-17,NA,23.0280629705681,0.541010587553425,"med",0,218,0
"RD",2015,"any_combo","total_grooming","undirected",2.15,0.263807434502654,3,0,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,19.7070499657769,0.0562998643863014,"lo",0,104,0
"TG",2015,"any_combo","total_grooming","undirected",0.702380952380952,0.595076096556828,5,0.7,"F",NA,NA,1980-05-17,1993-05-14,NA,35.1211498973306,0.928192960115068,"hi",16,223,0.0717488789237668
"TJ",2015,"any_combo","total_grooming","undirected",17.2833333333333,0.844252509046775,10,0.4,"M","TG","AJ",1995-08-13,1995-08-13,NA,19.8822724161533,0.838210875742466,"hi",NA,NA,NA
"UM",2015,"any_combo","total_grooming","undirected",0.585714285714286,0.550353474522867,5,0.8,"F",NA,NA,1982-12-31,1995-12-28,NA,32.498288843258,0.712771839775342,"hi",0,72,0
"WA",2015,"any_combo","total_grooming","undirected",0.619047619047619,0.417516913728331,4,0.666666666666667,"F",NA,NA,1991-11-29,2004-11-25,NA,23.5865845311431,0.139241933964384,"lo",52,186,0.279569892473118
"WL",2015,"any_combo","total_grooming","undirected",0.416666666666667,0.483628394482918,4,0.666666666666667,"F",NA,NA,1992-10-27,2005-10-24,NA,22.6748802190281,0.856385919931507,"hi",0,194,0
"YB",2015,"any_combo","total_grooming","undirected",2.91904761904762,0.707303833590598,7,0.666666666666667,"M",NA,NA,1973-07-02,1983-07-02,NA,41.9958932238193,0.533810709709589,"med",NA,NA,NA
"AL",2016,"any_combo","total_grooming","undirected",0,0.47250935934084,6,1,"F",NA,NA,1981-04-24,1994-04-21,NA,35.1868583162218,0.702128870521858,"hi",0,175,0
"AT",2016,"any_combo","total_grooming","undirected",32.5160561660562,0.938129812170051,17,0.455882352941176,"M","AL",NA,1999-11-02,1999-11-04,NA,16.662559890486,0.683515482961749,"med",NA,NA,NA
"BB",2016,"any_combo","total_grooming","undirected",5.00992063492063,0.765932877930284,12,0.651515151515151,"M",NA,NA,1966-07-02,1983-07-02,NA,49.9986310746064,0.788023679265027,"hi",NA,NA,NA
"DL",2016,"any_combo","total_grooming","undirected",1.57970085470085,0.606705085954145,9,0.722222222222222,"F",NA,NA,2003-01-07,2016-01-04,NA,13.4811772758385,0,"lo",45,90,0.5
"ES",2016,"any_combo","total_grooming","undirected",22.8884920634921,1,18,0.470588235294118,"M","EK","AJ",1994-07-02,1996-03-03,NA,21.9986310746064,1,"hi",NA,NA,NA
"GG",2016,"any_combo","total_grooming","undirected",0.166666666666667,0.115457325518471,2,0,"F","GS","AJ?",2002-07-02,2005-01-19,NA,13.9986310746064,0.108583788472678,"lo",0,80,0
"LK",2016,"any_combo","total_grooming","undirected",10.4629731379731,0.864033646369067,14,0.604395604395604,"M","LP",NA,1983-07-02,1983-07-02,NA,32.9993155373032,0.583333333,"med",NA,NA,NA
"LN",2016,"any_combo","total_grooming","undirected",0.343589743589744,0.324536801096349,5,0.8,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,20.8733744010951,0.295503187789617,"lo",10,72,0.138888888888889
"ML",2016,"any_combo","total_grooming","undirected",0.510714285714286,0.524015011078013,7,0.904761904761905,"F",NA,NA,1996-01-18,2009-01-14,NA,20.4517453798768,0.566586976062841,"med",0,195,0
"MX",2016,"any_combo","total_grooming","undirected",1.00866910866911,0.634865287808141,9,0.833333333333333,"M","MU","SL",1998-01-15,1999-01-09,NA,18.4585900068446,0.122495446284153,"lo",NA,NA,NA
"NP",2016,"any_combo","total_grooming","undirected",6.61230158730159,0.554964312282529,10,0.444444444444444,"F","NL","LK",2000-02-09,2000-02-11,NA,16.3915126625599,0.186919398743169,"lo",0,195,0
"OG",2016,"any_combo","total_grooming","undirected",50.1125763125763,0.971501584012087,19,0.39766081871345,"M","OU","MS",2001-04-05,2001-04-12,NA,15.2388774811773,0.350182149163934,"lo",NA,NA,NA
"OT",2016,"any_combo","total_grooming","undirected",2.28452380952381,0.280739225746279,5,0.5,"F","OU","ST",1998-02-13,1998-02-13,NA,18.3791923340178,0.490960837898907,"med",0,98,0
"OU",2016,"any_combo","total_grooming","undirected",0,0.107890294148198,2,1,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,36.5475701574264,1,"hi",0,97,0
"PB",2016,"any_combo","total_grooming","undirected",13.2105921855922,0.948220005250308,16,0.558333333333333,"M","PU",NA,1995-01-24,1995-02-24,NA,21.4346338124572,0.78301457181694,"hi",NA,NA,NA
"PO",2016,"any_combo","total_grooming","undirected",0.288034188034188,0.29093352979867,4,0.666666666666667,"F",NA,NA,1998-03-04,2011-03-01,NA,18.3271731690623,0.363274134696721,"med",12,124,0.0967741935483871
"QT",2016,"any_combo","total_grooming","undirected",2.32136752136752,0.464814903980125,7,0.571428571428571,"F",NA,NA,1992-06-20,2005-06-17,NA,24.0301163586585,0.634357923579235,"med",0,150,0
"RD",2016,"any_combo","total_grooming","undirected",1.39200244200244,0.451986194640184,7,0.666666666666667,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,20.7091033538672,0,"lo",2,76,0.0263157894736842
"TG",2016,"any_combo","total_grooming","undirected",0.40952380952381,0.490338190773837,7,0.857142857142857,"F",NA,NA,1980-05-17,1993-05-14,NA,36.1232032854209,0.932229053057377,"hi",0,197,0
"TJ",2016,"any_combo","total_grooming","undirected",18.4285714285714,0.850190908201532,15,0.504761904761905,"M","TG","AJ",1995-08-13,1995-08-13,NA,20.8843258042437,0.916666667,"hi",NA,NA,NA
"TT",2016,"any_combo","total_grooming","undirected",20.615811965812,0.883658546557079,16,0.466666666666667,"M","TG","AJ",2000-11-03,2000-11-08,NA,15.6577686516085,0.399817850836066,"med",NA,NA,NA
"UM",2016,"any_combo","total_grooming","undirected",4.54267399267399,0.401938596589591,6,0.666666666666667,"F",NA,NA,1982-12-31,1995-12-28,NA,33.5003422313484,0.769899818002732,"hi",0,129,0
"WA",2016,"any_combo","total_grooming","undirected",0,0.327690807082193,4,1,"F",NA,NA,1991-11-29,2004-11-25,NA,24.5886379192334,0.111122495516393,"lo",0,77,0
"WL",2016,"any_combo","total_grooming","undirected",0,0.233087052484279,3,1,"F",NA,NA,1992-10-27,2005-10-24,NA,23.6769336071184,0.864458105576503,"hi",0,131,0
"YB",2016,"any_combo","total_grooming","undirected",1.2952380952381,0.719147902851141,10,0.844444444444444,"M",NA,NA,1973-07-02,1983-07-02,NA,42.9979466119097,0.5,"med",NA,NA,NA
"AL",2017,"any_combo","total_grooming","undirected",0.279761904761905,0.449231356006828,8,0.892857142857143,"F",NA,NA,1981-04-24,1994-04-21,NA,36.186173853525,0.705410205994521,"hi",0,193,0
"AT",2017,"any_combo","total_grooming","undirected",73.8250200779612,1,24,0.445652173913043,"M","AL",NA,1999-11-02,1999-11-04,NA,17.6618754277892,0.865949119284932,"hi",NA,NA,NA
"BB",2017,"any_combo","total_grooming","undirected",8.46671547406841,0.771393206910101,16,0.616666666666667,"M",NA,NA,1966-07-02,1983-07-02,NA,50.9979466119097,0.66087109259726,"hi",NA,NA,NA
"DL",2017,"any_combo","total_grooming","undirected",15.0949078699079,0.767434898396476,16,0.6,"F",NA,NA,2003-01-07,2016-01-04,NA,14.4804928131417,0.429670329848485,"med",140,259,0.540540540540541
"ES",2017,"any_combo","total_grooming","undirected",7.78642191142191,0.824861924363349,17,0.617647058823529,"M","EK","AJ",1994-07-02,1996-03-03,NA,22.9979466119097,1,"hi",NA,NA,NA
"FS",2017,"any_combo","total_grooming","undirected",0.0909090909090909,0.281411608986514,5,0.9,"F",NA,NA,2004-02-08,2017-02-04,NA,13.3935660506502,0.163945578246032,"lo",29,201,0.144278606965174
"GG",2017,"any_combo","total_grooming","undirected",0,0.0714653053708812,1,0,"F","GS","AJ?",2002-07-02,2005-01-19,NA,14.9979466119097,0.00254403129589041,"lo",0,75,0
"JU",2017,"any_combo","total_grooming","undirected",0,0.0714653053708811,1,0,"F",NA,NA,2003-10-16,2016-10-12,NA,13.7084188911704,0.454938271805556,"med",98,182,0.538461538461538
"LK",2017,"any_combo","total_grooming","undirected",26.0177459795107,0.851233098983799,19,0.514619883040936,"M","LP",NA,1983-07-02,1983-07-02,NA,33.9986310746064,0.55484720730137,"med",NA,NA,NA
"LN",2017,"any_combo","total_grooming","undirected",0.844047619047619,0.56639114864323,10,0.822222222222222,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,21.8726899383984,0.238515730873973,"lo",22,106,0.207547169811321
"ML",2017,"any_combo","total_grooming","undirected",0.458766233766234,0.458912027153525,8,0.821428571428571,"F",NA,NA,1996-01-18,2009-01-14,NA,21.45106091718,0.583916904726027,"med",0,222,0
"MX",2017,"any_combo","total_grooming","undirected",1.67344877344877,0.595274263127489,11,0.763636363636364,"M","MU","SL",1998-01-15,1999-01-09,NA,19.4579055441478,0.186527171580822,"lo",NA,NA,NA
"NP",2017,"any_combo","total_grooming","undirected",10.8035825285825,0.775871319130861,17,0.522058823529412,"F","NL","LK",2000-02-09,2000-02-11,NA,17.3908281998631,0.150021576641096,"lo",0,200,0
"OG",2017,"any_combo","total_grooming","undirected",6.28407703407703,0.846530341060688,17,0.669117647058823,"M","OU","MS",2001-04-05,2001-04-12,NA,16.2381930184805,0.629431983561644,"med",NA,NA,NA
"OM",2017,"any_combo","total_grooming","undirected",3.01403106697224,0.525157077046319,10,0.733333333333333,"F","OU","TU",2005-06-23,2005-06-30,NA,12.0219028062971,0.328813287326027,"med",6,172,0.0348837209302326
"OT",2017,"any_combo","total_grooming","undirected",5.59476063152534,0.595485623727736,12,0.606060606060606,"F","OU","ST",1998-02-13,1998-02-13,NA,19.378507871321,0.547764564328767,"med",0,188,0
"OU",2017,"any_combo","total_grooming","undirected",0.285714285714286,0.192795239507257,4,0.666666666666667,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,37.5468856947296,1,"hi",0,97,0
"PB",2017,"any_combo","total_grooming","undirected",15.8832239655769,0.926071374495893,20,0.557894736842105,"M","PU",NA,1995-01-24,1995-02-24,NA,22.4339493497604,0.744375031315068,"hi",NA,NA,NA
"PO",2017,"any_combo","total_grooming","undirected",0.254761904761905,0.458343173724778,8,0.892857142857143,"F",NA,NA,1998-03-04,2011-03-01,NA,19.3264887063655,0.409891113369863,"med",58,192,0.302083333333333
"QT",2017,"any_combo","total_grooming","undirected",0.48015873015873,0.514257927758251,9,0.861111111111111,"F",NA,NA,1992-06-20,2005-06-17,NA,25.0294318959617,0.724383561580822,"hi",13,238,0.0546218487394958
"TG",2017,"any_combo","total_grooming","undirected",1.48809523809524,0.598728085979258,11,0.781818181818182,"F",NA,NA,1980-05-17,1993-05-14,NA,37.1225188227242,0.960138491852055,"hi",0,223,0
"TJ",2017,"any_combo","total_grooming","undirected",4.19481629481629,0.703660907204318,14,0.67032967032967,"M","TG","AJ",1995-08-13,1995-08-13,NA,21.8836413415469,0.871993075575342,"hi",NA,NA,NA
"TT",2017,"any_combo","total_grooming","undirected",12.4878924996572,0.849214552816762,18,0.581699346405229,"M","TG","AJ",2000-11-03,2000-11-08,NA,16.6570841889117,0.403143659860274,"med",NA,NA,NA
"UM",2017,"any_combo","total_grooming","undirected",4.0026360894008,0.539825211922679,11,0.654545454545455,"F",NA,NA,1982-12-31,1995-12-28,NA,34.4996577686516,0.830743138219178,"hi",0,185,0
"WA",2017,"any_combo","total_grooming","undirected",0.430194805194805,0.462097210908024,8,0.857142857142857,"F",NA,NA,1991-11-29,2004-11-25,NA,25.5879534565366,0.0847759544657534,"lo",0,196,0
"WL",2017,"any_combo","total_grooming","undirected",0,0.115678602726854,2,1,"F",NA,NA,1992-10-27,2005-10-24,NA,24.6762491444216,0.876810677865753,"hi",3,227,0.013215859030837
"YB",2017,"any_combo","total_grooming","undirected",4.25830999066293,0.577103268500316,11,0.727272727272727,"M",NA,NA,1973-07-02,1983-07-02,NA,43.9972621492129,0.429978925446575,"med",NA,NA,NA
"AL",2010,"female","prox","undirected",8.01587301587302,0.933443441581419,13,0.653846153846154,"F",NA,NA,1981-04-24,1994-04-21,NA,29.1854893908282,0.544064839241096,"med",0,363,0
"BL",2010,"female","prox","undirected",0.920238095238095,0.807835654151145,10,0.844444444444444,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,49.9958932238193,0.701946683320548,"hi",15,226,0.0663716814159292
"BU",2010,"female","prox","undirected",1.26587301587302,0.78974928257593,10,0.8,"F","BL",NA,1998-01-03,1998-01-05,2011-04-15,12.4900752908966,0.0239726025958904,"lo",72,184,0.391304347826087
"LN",2010,"female","prox","undirected",0,0.182794839665681,2,1,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,14.8720054757016,0,"lo",24,42,0.571428571428571
"LR",2010,"female","prox","undirected",2.88373015873016,0.984210684730307,13,0.756410256410256,"F","LP",NA,1989-05-15,1989-06-16,2013-05-25,21.1279945242984,0.939898457838356,"hi",8,307,0.0260586319218241
"ML",2010,"female","prox","undirected",1.65634920634921,0.770533440938831,10,0.755555555555556,"F",NA,NA,1996-01-18,2009-01-14,NA,14.4503764544832,0.48958152469526,"med",42,161,0.260869565217391
"MU",2010,"female","prox","undirected",0.858333333333333,0.729786738149828,9,0.833333333333333,"F",NA,NA,1970-07-02,1990-02-02,2014-04-29,39.9972621492129,0.325560284460274,"med",0,76,0
"OT",2010,"female","prox","undirected",2.45873015873016,0.915994314785671,12,0.757575757575758,"F","OU","ST",1998-02-13,1998-02-13,NA,12.3778234086242,0.194383016198142,"lo",0,337,0
"OU",2010,"female","prox","undirected",0.467857142857143,0.747352875292687,9,0.888888888888889,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,30.5462012320329,0.981470470247945,"hi",0,418,0
"QT",2010,"female","prox","undirected",0.971825396825397,0.880168466598116,11,0.854545454545454,"F",NA,NA,1992-06-20,2005-06-17,NA,18.0287474332649,0.211021855053425,"lo",0,461,0
"RD",2010,"female","prox","undirected",0.691666666666667,0.63973377107571,8,0.821428571428571,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,14.7077344284736,0.204393002028419,"lo",71,152,0.467105263157895
"TG",2010,"female","prox","undirected",0.971825396825397,0.880168466598116,11,0.854545454545454,"F",NA,NA,1980-05-17,1993-05-14,NA,30.1218343600274,0.842509545064384,"hi",0,397,0
"UM",2010,"female","prox","undirected",9.38373015873016,1,14,0.659340659340659,"F",NA,NA,1982-12-31,1995-12-28,NA,27.4989733059548,0.5976632953,"med",52,136,0.382352941176471
"WA",2010,"female","prox","undirected",0.242857142857143,0.564775750527279,7,0.904761904761905,"F",NA,NA,1991-11-29,2004-11-25,NA,18.5872689938398,0.0583840816082192,"lo",14,115,0.121739130434783
"WL",2010,"female","prox","undirected",0.211111111111111,0.750574937828718,9,0.944444444444444,"F",NA,NA,1992-10-27,2005-10-24,NA,17.6755646817248,0.741063730778082,"hi",3,456,0.00657894736842105
"AL",2011,"female","prox","undirected",1.47272727272727,0.838235451688552,11,0.836363636363636,"F",NA,NA,1981-04-24,1994-04-21,NA,30.1848049281314,0.685827186216438,"hi",0,161,0
"BL",2011,"female","prox","undirected",1.76551226551227,0.900171593897548,12,0.803030303030303,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,50.9952087611225,0.610660343887671,"med",0,121,0
"LN",2011,"female","prox","undirected",0.181818181818182,0.556637317299215,7,0.904761904761905,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,15.8713210130048,0.156374502143426,"lo",84,152,0.552631578947368
"LR",2011,"female","prox","undirected",2.02828282828283,0.901690059084516,12,0.818181818181818,"F","LP",NA,1989-05-15,1989-06-16,2013-05-25,22.1273100616016,0.923287671208219,"hi",0,214,0
"ML",2011,"female","prox","undirected",1.68975468975469,0.897867454549793,12,0.803030303030303,"F",NA,NA,1996-01-18,2009-01-14,NA,15.4496919917864,0.423393045693151,"med",38,201,0.189054726368159
"MU",2011,"female","prox","undirected",1.76551226551227,0.820165600646632,11,0.763636363636364,"F",NA,NA,1970-07-02,1990-02-02,2014-04-29,40.9965776865161,0.325974710490411,"lo",0,149,0
"OT",2011,"female","prox","undirected",0.904040404040404,0.848394307704283,11,0.854545454545454,"F","OU","ST",1998-02-13,1998-02-13,NA,13.3771389459274,0.225079030750685,"lo",42,182,0.230769230769231
"OU",2011,"female","prox","undirected",1.47272727272727,0.838235451688552,11,0.836363636363636,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,31.5455167693361,1,"hi",18,194,0.0927835051546392
"PO",2011,"female","prox","undirected",0,0.402862353215518,5,1,"F",NA,NA,1998-03-04,2011-03-01,NA,13.3251197809719,0,"lo",4,39,0.102564102564103
"QT",2011,"female","prox","undirected",1.76551226551227,0.900171593897548,12,0.803030303030303,"F",NA,NA,1992-06-20,2005-06-17,NA,19.0280629705681,0.398577450334247,"med",0,189,0
"RD",2011,"female","prox","undirected",0.272727272727273,0.647787460942546,8,0.892857142857143,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,15.7070499657769,0.0939409906,"lo",19,87,0.218390804597701
"TG",2011,"female","prox","undirected",1.94733044733045,0.967116772373691,13,0.807692307692308,"F",NA,NA,1980-05-17,1993-05-14,NA,31.1211498973306,0.846575342306849,"hi",8,173,0.046242774566474
"UM",2011,"female","prox","undirected",4.98066378066378,1,14,0.736263736263736,"F",NA,NA,1982-12-31,1995-12-28,NA,28.498288843258,0.582946961312329,"med",0,88,0
"WA",2011,"female","prox","undirected",0.725108225108225,0.777401560102693,10,0.866666666666667,"F",NA,NA,1991-11-29,2004-11-25,NA,19.5865845311431,0.0012644889369863,"lo",44,130,0.338461538461538
