"chimp_id","year","network_sex","behavior","network_type","bt","ec","deg","trans","sex","mother_id","father_id","dobc","dfs","dls","age_mid_year","avg_rank","rank_class","days_cycling","days_obs","prop_cyc"
"TU",2011,"male","total_grooming","undirected",0,0.815331723977314,18.3057525762523,0.948834904107025,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,50.9952087611225,0.596477494879452,"med",NA,NA,NA
"YB",2011,"male","total_grooming","undirected",0,0.962027284566729,23.7363762305048,0.845307854111269,"M",NA,NA,1973-07-02,1983-07-02,NA,37.9958932238193,0.466144814293151,"med",NA,NA,NA
"AJ",2012,"male","total_grooming","undirected",0,0.586952082582491,31.97846937905,0.873175215225388,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,37.9986310746064,0.884400208125683,"hi",NA,NA,NA
"BB",2012,"male","total_grooming","undirected",4,0.469515767081764,27.6435399683106,0.87694375625531,"M",NA,NA,1966-07-02,1983-07-02,NA,45.9986310746064,0.787861046300547,"hi",NA,NA,NA
"ES",2012,"male","total_grooming","undirected",7,0.120531015761721,5.80430902071485,1,"M","EK","AJ",1994-07-02,1996-03-03,NA,17.9986310746064,0.717148061117486,"hi",NA,NA,NA
"KK",2012,"male","total_grooming","undirected",0,0.708256221165591,36.4962534274778,0.856666703266463,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,26.9623545516769,1,"hi",NA,NA,NA
"LK",2012,"male","total_grooming","undirected",0,0.737665047345462,40.1556880371056,0.817478698908995,"M","LP",NA,1983-07-02,1983-07-02,NA,28.9993155373032,0.903460838174863,"hi",NA,NA,NA
"PB",2012,"male","total_grooming","undirected",26,0.468502879348165,23.5279765405099,0.810044150315208,"M","PU",NA,1995-01-24,1995-02-24,NA,17.4346338124572,0.295784543532787,"lo",NA,NA,NA
"PG",2012,"male","total_grooming","undirected",9,0.715910702286692,40.4111001550682,0.869536414682336,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,23.6358658453114,0.635441061784153,"med",NA,NA,NA
"ST",2012,"male","total_grooming","undirected",0,0.407494160869962,20.3038474874283,0.916360432565237,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,56.9993155373032,0.48250065065847,"med",NA,NA,NA
"TJ",2012,"male","total_grooming","undirected",0,0.598746907787849,31.4975051727702,0.858043497676059,"M","TG","AJ",1995-08-13,1995-08-13,NA,16.8843258042437,0.450884725453552,"med",NA,NA,NA
"TU",2012,"male","total_grooming","undirected",18,0.442352332490632,23.4058625652634,0.888184442833103,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,51.9972621492129,0.554774915081967,"med",NA,NA,NA
"YB",2012,"male","total_grooming","undirected",0,1,65.4409206629837,0.811135555891217,"M",NA,NA,1973-07-02,1983-07-02,NA,38.9979466119097,0.400286234871585,"med",NA,NA,NA
"AJ",2013,"male","total_grooming","undirected",1,0.941599999477007,15.7619503808089,0.761959674532113,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,38.9979466119097,0.889062170660274,"hi",NA,NA,NA
"BB",2013,"male","total_grooming","undirected",7,0.956737327579247,15.9855674541237,0.769874044873401,"M",NA,NA,1966-07-02,1983-07-02,NA,46.9979466119097,0.870489236827397,"hi",NA,NA,NA
"ES",2013,"male","total_grooming","undirected",19,0.180281519099313,3.98750945915751,0.61618414643866,"M","EK","AJ",1994-07-02,1996-03-03,NA,18.9979466119097,0.855763460189041,"hi",NA,NA,NA
"LK",2013,"male","total_grooming","undirected",0,1,20.1607058507873,0.681791762157388,"M","LP",NA,1983-07-02,1983-07-02,NA,29.9986310746064,0.83163881769863,"hi",NA,NA,NA
"MX",2013,"male","total_grooming","undirected",0,0.0216815759497646,1.84265695685755,1,"M","MU","SL",1998-01-15,1999-01-09,NA,15.4579055441478,0,"lo",NA,NA,NA
"PB",2013,"male","total_grooming","undirected",10,0.167647070584631,4.31055608374093,0.574199759318791,"M","PU",NA,1995-01-24,1995-02-24,NA,18.4339493497604,0.466358572871233,"med",NA,NA,NA
"TJ",2013,"male","total_grooming","undirected",0,0.41929029076958,7.6941728789692,0.687320067592283,"M","TG","AJ",1995-08-13,1995-08-13,NA,17.8836413415469,0.671363340073973,"hi",NA,NA,NA
"TU",2013,"male","total_grooming","undirected",0,0.760116160487403,13.8508244617056,0.668776954435839,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,52.9965776865161,0.569071704208219,"med",NA,NA,NA
"YB",2013,"male","total_grooming","undirected",0,0.734528525780712,13.7021789081502,0.895142107045414,"M",NA,NA,1973-07-02,1983-07-02,NA,39.9972621492129,0.390142505986301,"med",NA,NA,NA
"AJ",2014,"male","total_grooming","undirected",2,0.865328170734826,18.9078126063185,1,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,39.9972621492129,0.771978021833333,"hi",NA,NA,NA
"BB",2014,"male","total_grooming","undirected",0,1,28.0149520983476,0.839035992601098,"M",NA,NA,1966-07-02,1983-07-02,NA,47.9972621492129,0.847031963279452,"hi",NA,NA,NA
"ES",2014,"male","total_grooming","undirected",7,0.197942235834777,5.3976692473585,0.926915203835754,"M","EK","AJ",1994-07-02,1996-03-03,NA,19.9972621492129,1,"hi",NA,NA,NA
"LK",2014,"male","total_grooming","undirected",0,0.802599683964661,21.2295975326757,0.784801227197773,"M","LP",NA,1983-07-02,1983-07-02,NA,30.9979466119097,0.915251643443836,"hi",NA,NA,NA
"MX",2014,"male","total_grooming","undirected",0,0.384541771916629,0,0,"M","MU","SL",1998-01-15,1999-01-09,NA,16.4572210814511,0,"lo",NA,NA,NA
"PB",2014,"male","total_grooming","undirected",3,0.211362722761115,6.87228835483606,1,"M","PU",NA,1995-01-24,1995-02-24,NA,19.4332648870637,0.633684580189041,"med",NA,NA,NA
"TJ",2014,"male","total_grooming","undirected",1,0.685704766401481,16.3845830560966,0.955724236797858,"M","TG","AJ",1995-08-13,1995-08-13,NA,18.8829568788501,0.719802799769863,"hi",NA,NA,NA
"YB",2014,"male","total_grooming","undirected",0,0.458734451861925,12.8375829910357,1,"M",NA,NA,1973-07-02,1983-07-02,NA,40.9965776865161,0.554250087454795,"med",NA,NA,NA
"AT",2015,"male","total_grooming","undirected",10,0.229438183196522,1.23750316743344,0.77672884107837,"M","AL",NA,1999-11-02,1999-11-04,NA,15.6605065023956,0.560481527512329,"med",NA,NA,NA
"BB",2015,"male","total_grooming","undirected",7,0.480378256279728,2.51178972556699,0.845898751873775,"M",NA,NA,1966-07-02,1983-07-02,NA,48.9965776865161,0.892507264621918,"hi",NA,NA,NA
"ES",2015,"male","total_grooming","undirected",0,0.350924851401127,2.26923959989745,0.803945154176582,"M","EK","AJ",1994-07-02,1996-03-03,NA,20.9965776865161,1,"hi",NA,NA,NA
"LK",2015,"male","total_grooming","undirected",0,1,7.33271767279085,0.663722418185821,"M","LP",NA,1983-07-02,1983-07-02,NA,31.9972621492129,0.722125363169863,"hi",NA,NA,NA
"MX",2015,"male","total_grooming","undirected",0,0.670109769688126,3.16822742624215,0.949339879252941,"M","MU","SL",1998-01-15,1999-01-09,NA,17.4565366187543,0.0586135325013699,"lo",NA,NA,NA
"PB",2015,"male","total_grooming","undirected",0,0.511283759245757,2.52895492598708,0.89091986119324,"M","PU",NA,1995-01-24,1995-02-24,NA,20.4325804243669,0.699398090684932,"med",NA,NA,NA
"TJ",2015,"male","total_grooming","undirected",1,0.467341698687721,2.79694231699711,0.765070891235668,"M","TG","AJ",1995-08-13,1995-08-13,NA,19.8822724161533,0.838210875742466,"hi",NA,NA,NA
"YB",2015,"male","total_grooming","undirected",0,0.607403515273219,3.39371855018741,0.779078679578536,"M",NA,NA,1973-07-02,1983-07-02,NA,41.9958932238193,0.533810709709589,"med",NA,NA,NA
"AT",2016,"male","total_grooming","undirected",3,0.609687221276669,11.6337082294446,0.965876710977579,"M","AL",NA,1999-11-02,1999-11-04,NA,16.662559890486,0.683515482961749,"med",NA,NA,NA
"BB",2016,"male","total_grooming","undirected",1,0.871065902577196,16.0151173552807,0.991504625364244,"M",NA,NA,1966-07-02,1983-07-02,NA,49.9986310746064,0.788023679265027,"hi",NA,NA,NA
"ES",2016,"male","total_grooming","undirected",5,0.35113310184578,7.14469920955597,0.925600244986099,"M","EK","AJ",1994-07-02,1996-03-03,NA,21.9986310746064,1,"hi",NA,NA,NA
"LK",2016,"male","total_grooming","undirected",0,1,21.4919389167243,0.934387616366515,"M","LP",NA,1983-07-02,1983-07-02,NA,32.9993155373032,0.583333333,"med",NA,NA,NA
"MX",2016,"male","total_grooming","undirected",2,0.35424860870901,7.27119373692577,1,"M","MU","SL",1998-01-15,1999-01-09,NA,18.4585900068446,0.122495446284153,"lo",NA,NA,NA
"OG",2016,"male","total_grooming","undirected",6,0.441065175009607,10.797770424306,0.884839472920206,"M","OU","MS",2001-04-05,2001-04-12,NA,15.2388774811773,0.350182149163934,"lo",NA,NA,NA
"PB",2016,"male","total_grooming","undirected",0,0.651819439089255,13.4919563577209,0.934392617653561,"M","PU",NA,1995-01-24,1995-02-24,NA,21.4346338124572,0.78301457181694,"hi",NA,NA,NA
"TJ",2016,"male","total_grooming","undirected",4,0.586307645857111,10.0499191643833,0.991833200463701,"M","TG","AJ",1995-08-13,1995-08-13,NA,20.8843258042437,0.916666667,"hi",NA,NA,NA
"TT",2016,"male","total_grooming","undirected",10,0.214404988140677,5.13331219257671,1,"M","TG","AJ",2000-11-03,2000-11-08,NA,15.6577686516085,0.399817850836066,"med",NA,NA,NA
"YB",2016,"male","total_grooming","undirected",0,0.942853219834916,18.8178881870469,0.921454298494848,"M",NA,NA,1973-07-02,1983-07-02,NA,42.9979466119097,0.5,"med",NA,NA,NA
"AT",2017,"male","total_grooming","undirected",0,0.802218466611049,15.218340629839,0.945767394944914,"M","AL",NA,1999-11-02,1999-11-04,NA,17.6618754277892,0.865949119284932,"hi",NA,NA,NA
"BB",2017,"male","total_grooming","undirected",0,0.881338802485366,15.5420366087191,0.993382859703822,"M",NA,NA,1966-07-02,1983-07-02,NA,50.9979466119097,0.66087109259726,"hi",NA,NA,NA
"ES",2017,"male","total_grooming","undirected",15,0.259171996755467,4.91476144143729,0.933695740624357,"M","EK","AJ",1994-07-02,1996-03-03,NA,22.9979466119097,1,"hi",NA,NA,NA
"LK",2017,"male","total_grooming","undirected",0,1,21.1960201899742,0.909474800114227,"M","LP",NA,1983-07-02,1983-07-02,NA,33.9986310746064,0.55484720730137,"med",NA,NA,NA
"MX",2017,"male","total_grooming","undirected",6,0.268843426941935,4.72901771168332,1,"M","MU","SL",1998-01-15,1999-01-09,NA,19.4579055441478,0.186527171580822,"lo",NA,NA,NA
"OG",2017,"male","total_grooming","undirected",7,0.78164635654438,14.8478025890043,0.947942554369188,"M","OU","MS",2001-04-05,2001-04-12,NA,16.2381930184805,0.629431983561644,"med",NA,NA,NA
"PB",2017,"male","total_grooming","undirected",8,0.697687050635424,13.208805734564,0.945233699513819,"M","PU",NA,1995-01-24,1995-02-24,NA,22.4339493497604,0.744375031315068,"hi",NA,NA,NA
"TJ",2017,"male","total_grooming","undirected",1,0.495680311082512,10.3550142869842,1,"M","TG","AJ",1995-08-13,1995-08-13,NA,21.8836413415469,0.871993075575342,"hi",NA,NA,NA
"TT",2017,"male","total_grooming","undirected",5,0.358955218163274,7.30892092997991,0.936527130452234,"M","TG","AJ",2000-11-03,2000-11-08,NA,16.6570841889117,0.403143659860274,"med",NA,NA,NA
"YB",2017,"male","total_grooming","undirected",0,0.878250708539972,17.3701152084175,0.954114806730348,"M",NA,NA,1973-07-02,1983-07-02,NA,43.9972621492129,0.429978925446575,"med",NA,NA,NA
"AJ",2010,"any_combo","total_grooming","undirected",12,0.768611125725398,29.8135432110003,0.770525127653408,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,35.9972621492129,0.723051332009589,"hi",NA,NA,NA
"AL",2010,"any_combo","total_grooming","undirected",0,0.0223578917830846,1.05345873431765,0.779767908632661,"F",NA,NA,1981-04-24,1994-04-21,NA,29.1854893908282,0.544064839241096,"med",0,363,0
"BB",2010,"any_combo","total_grooming","undirected",13,0.709336663861849,30.0867934858471,0.664164070320497,"M",NA,NA,1966-07-02,1983-07-02,NA,43.9972621492129,0.817528225156164,"hi",NA,NA,NA
"BL",2010,"any_combo","total_grooming","undirected",23,0.0280692690148304,1.59258374370244,0.322624162262581,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,49.9958932238193,0.701946683320548,"hi",15,226,0.0663716814159292
"BU",2010,"any_combo","total_grooming","undirected",0,0.000526213880741765,0.564971751412429,0,"F","BL",NA,1998-01-03,1998-01-05,2011-04-15,12.4900752908966,0.0239726025958904,"lo",72,184,0.391304347826087
"ES",2010,"any_combo","total_grooming","undirected",0,0.0606447620843715,5.98767389698687,0.52170277353512,"M","EK","AJ",1994-07-02,1996-03-03,NA,15.9972621492129,0.350666867552055,"med",NA,NA,NA
"KK",2010,"any_combo","total_grooming","undirected",6,0.88650460340641,33.6696268100271,0.798807682070719,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,24.9609856262834,1,"hi",NA,NA,NA
"LK",2010,"any_combo","total_grooming","undirected",51,0.846155857243017,39.5393480286739,0.535202193192879,"M","LP",NA,1983-07-02,1983-07-02,NA,26.9979466119097,0.912625319830137,"hi",NA,NA,NA
"LN",2010,"any_combo","total_grooming","undirected",0,0.105601153094716,0,0,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,14.8720054757016,0,"lo",24,42,0.571428571428571
"LR",2010,"any_combo","total_grooming","undirected",14,0.175836412818448,10.4287776384897,0.701856257042374,"F","LP",NA,1989-05-15,1989-06-16,2013-05-25,21.1279945242984,0.939898457838356,"hi",8,307,0.0260586319218241
"ML",2010,"any_combo","total_grooming","undirected",0,0.00852392225243994,4.11764705882353,0,"F",NA,NA,1996-01-18,2009-01-14,NA,14.4503764544832,0.48958152469526,"med",42,161,0.260869565217391
"MS",2010,"any_combo","total_grooming","undirected",12,1,38.7812154721304,0.854457529297033,"M","FG",NA,1975-07-02,1983-07-02,2010-10-29,34.9979466119097,0.828304528971514,"hi",NA,NA,NA
"MU",2010,"any_combo","total_grooming","undirected",0,0.0260091416709471,1.17739403453689,0,"F",NA,NA,1970-07-02,1990-02-02,2014-04-29,39.9972621492129,0.325560284460274,"med",0,76,0
"OT",2010,"any_combo","total_grooming","undirected",0,0.0117965301141792,2.49563550923434,1,"F","OU","ST",1998-02-13,1998-02-13,NA,12.3778234086242,0.194383016198142,"lo",0,337,0
"OU",2010,"any_combo","total_grooming","undirected",79,0.117629621222106,6.67449117256948,0.557180088302976,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,30.5462012320329,0.981470470247945,"hi",0,418,0
"PB",2010,"any_combo","total_grooming","undirected",131,0.255180974341449,22.1674375915951,0.375175239588552,"M","PU",NA,1995-01-24,1995-02-24,NA,15.4332648870637,0.264272166346575,"lo",NA,NA,NA
"PG",2010,"any_combo","total_grooming","undirected",0,0.784963017880751,40.1933021555247,0.665293002077778,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,21.6344969199179,0.625560740508219,"med",NA,NA,NA
"QT",2010,"any_combo","total_grooming","undirected",0,0.183561378772001,10.1413789845035,0.875309702917085,"F",NA,NA,1992-06-20,2005-06-17,NA,18.0287474332649,0.211021855053425,"lo",0,461,0
"RD",2010,"any_combo","total_grooming","undirected",0,0.104189845060057,11.2275520904138,0.705566102945164,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,14.7077344284736,0.204393002028419,"lo",71,152,0.467105263157895
"ST",2010,"any_combo","total_grooming","undirected",0,0.602657924965496,25.023930793235,0.83223349309734,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,54.9979466119097,0.470200210821918,"med",NA,NA,NA
"TG",2010,"any_combo","total_grooming","undirected",50,0.282035722920459,10.941374728276,0.723525267270547,"F",NA,NA,1980-05-17,1993-05-14,NA,30.1218343600274,0.842509545064384,"hi",0,397,0
"TU",2010,"any_combo","total_grooming","undirected",0,0.506134804000314,21.3690272945568,0.821323658357466,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,49.9958932238193,0.59687942170137,"med",NA,NA,NA
"UM",2010,"any_combo","total_grooming","undirected",73,0.114551654068522,4.95234779345603,0.717590892930537,"F",NA,NA,1982-12-31,1995-12-28,NA,27.4989733059548,0.5976632953,"med",52,136,0.382352941176471
"WA",2010,"any_combo","total_grooming","undirected",23,0.0599821361424919,11.1017740429505,0.419400056069526,"F",NA,NA,1991-11-29,2004-11-25,NA,18.5872689938398,0.0583840816082192,"lo",14,115,0.121739130434783
"WL",2010,"any_combo","total_grooming","undirected",0,0.148419597292809,8.55439414875279,0.694710967680235,"F",NA,NA,1992-10-27,2005-10-24,NA,17.6755646817248,0.741063730778082,"hi",3,456,0.00657894736842105
"YB",2010,"any_combo","total_grooming","undirected",0,0.856087419522489,31.7041885958662,0.760205707281025,"M",NA,NA,1973-07-02,1983-07-02,NA,36.9965776865161,0.449632696439726,"med",NA,NA,NA
"AJ",2011,"any_combo","total_grooming","undirected",30,0.434413272340724,12.5652832296213,0.83112920542986,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,36.9965776865161,0.830528375750685,"hi",NA,NA,NA
"AL",2011,"any_combo","total_grooming","undirected",7,0.0654772785876514,1.98467654620194,0.432276822433482,"F",NA,NA,1981-04-24,1994-04-21,NA,30.1848049281314,0.685827186216438,"hi",0,161,0
"BB",2011,"any_combo","total_grooming","undirected",0,0.695916226015053,19.9245040432243,0.862187262520036,"M",NA,NA,1966-07-02,1983-07-02,NA,44.9965776865161,0.813111546109589,"hi",NA,NA,NA
"BL",2011,"any_combo","total_grooming","undirected",0,0.0264951496744727,0.740740740740741,0,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,50.9952087611225,0.610660343887671,"med",0,121,0
"ES",2011,"any_combo","total_grooming","undirected",61,0.0884701416707543,4.18566365001008,0.589993855635859,"M","EK","AJ",1994-07-02,1996-03-03,NA,16.9965776865161,0.61487279839452,"med",NA,NA,NA
"KK",2011,"any_combo","total_grooming","undirected",14,0.793083819730851,22.9559170049112,0.728251730244389,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,25.9603011635866,1,"hi",NA,NA,NA
"LK",2011,"any_combo","total_grooming","undirected",30,1,33.3741714186212,0.60761101158662,"M","LP",NA,1983-07-02,1983-07-02,NA,27.9972621492129,0.928571429,"hi",NA,NA,NA
"LN",2011,"any_combo","total_grooming","undirected",0,0.333805775812429,16.2122002085506,0,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,15.8713210130048,0.156374502143426,"lo",84,152,0.552631578947368
"LR",2011,"any_combo","total_grooming","undirected",58,0.751489145778637,21.6553053119491,0.63872099850857,"F","LP",NA,1989-05-15,1989-06-16,2013-05-25,22.1273100616016,0.923287671208219,"hi",0,214,0
"ML",2011,"any_combo","total_grooming","undirected",0,0.143446600010792,3.54123467568846,1,"F",NA,NA,1996-01-18,2009-01-14,NA,15.4496919917864,0.423393045693151,"med",38,201,0.189054726368159
"MU",2011,"any_combo","total_grooming","undirected",22,0.0645871629112959,3.30645161290323,0,"F",NA,NA,1970-07-02,1990-02-02,2014-04-29,40.9965776865161,0.325974710490411,"lo",0,149,0
"OT",2011,"any_combo","total_grooming","undirected",0,0.0179330266439217,2.20946663891597,0,"F","OU","ST",1998-02-13,1998-02-13,NA,13.3771389459274,0.225079030750685,"lo",42,182,0.230769230769231
"OU",2011,"any_combo","total_grooming","undirected",29,0.0176585218531171,2.493313203088,0.0712791951203093,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,31.5455167693361,1,"hi",18,194,0.0927835051546392
"PB",2011,"any_combo","total_grooming","undirected",8,0.723439514591159,27.4229082081609,0.346744825865938,"M","PU",NA,1995-01-24,1995-02-24,NA,16.4325804243669,0.285714286,"lo",NA,NA,NA
"PG",2011,"any_combo","total_grooming","undirected",35,0.998146572294106,40.8275124898874,0.313852263362333,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,22.6338124572211,0.683365949019178,"hi",NA,NA,NA
"PO",2011,"any_combo","total_grooming","undirected",0,0.0273594390904045,0,0,"F",NA,NA,1998-03-04,2011-03-01,NA,13.3251197809719,0,"lo",4,39,0.102564102564103
"QT",2011,"any_combo","total_grooming","undirected",2,0.169969579733974,4.83018063665171,0.423885443117013,"F",NA,NA,1992-06-20,2005-06-17,NA,19.0280629705681,0.398577450334247,"med",0,189,0
"RD",2011,"any_combo","total_grooming","undirected",0,0.402857207080331,14.1741071428571,0,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,15.7070499657769,0.0939409906,"lo",19,87,0.218390804597701
"ST",2011,"any_combo","total_grooming","undirected",71,0.835302667365105,25.9963536462762,0.57770631291456,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,55.9972621492129,0.497847358134247,"med",NA,NA,NA
"TG",2011,"any_combo","total_grooming","undirected",59,0.136733279539362,4.51787686663012,0.822415993925,"F",NA,NA,1980-05-17,1993-05-14,NA,31.1211498973306,0.846575342306849,"hi",8,173,0.046242774566474
"TJ",2011,"any_combo","total_grooming","undirected",27,0.56061505076557,21.5061290198152,0.49204207124709,"M","TG","AJ",1995-08-13,1995-08-13,NA,15.8822724161533,0.357142857,"med",NA,NA,NA
"TU",2011,"any_combo","total_grooming","undirected",0,0.923087199830822,28.9240917813963,0.778898627056173,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,50.9952087611225,0.596477494879452,"med",NA,NA,NA
"UM",2011,"any_combo","total_grooming","undirected",14,0.370393900522511,11.8005375486025,0.576507957822394,"F",NA,NA,1982-12-31,1995-12-28,NA,28.498288843258,0.582946961312329,"med",0,88,0
"WA",2011,"any_combo","total_grooming","undirected",3,0.187680888723198,7.4595648183221,0.710998035864783,"F",NA,NA,1991-11-29,2004-11-25,NA,19.5865845311431,0.0012644889369863,"lo",44,130,0.338461538461538
"WL",2011,"any_combo","total_grooming","undirected",15,0.167476258176716,6.51915479839501,0.34278192367492,"F",NA,NA,1992-10-27,2005-10-24,NA,18.6748802190281,0.743888303271233,"hi",0,180,0
"YB",2011,"any_combo","total_grooming","undirected",0,0.868002566878632,26.0162096419001,0.830334171537412,"M",NA,NA,1973-07-02,1983-07-02,NA,37.9958932238193,0.466144814293151,"med",NA,NA,NA
"AJ",2012,"any_combo","total_grooming","undirected",15,0.585544281979371,41.562758838653,0.637024707342383,"M","LP",NA,1974-07-02,1983-07-02,2014-07-23,37.9986310746064,0.884400208125683,"hi",NA,NA,NA
"AL",2012,"any_combo","total_grooming","undirected",0,0.0556820657773593,3.02074373791093,1,"F",NA,NA,1981-04-24,1994-04-21,NA,31.1868583162218,0.658725154625683,"med",0,120,0
"BB",2012,"any_combo","total_grooming","undirected",0,0.447811906312371,31.41247936225,0.869594273422725,"M",NA,NA,1966-07-02,1983-07-02,NA,45.9986310746064,0.787861046300547,"hi",NA,NA,NA
"BL",2012,"any_combo","total_grooming","undirected",0,0.127776146475831,5.55555555555556,0,"F",NA,NA,1960-07-02,1993-05-24,2016-06-04,51.9972621492129,0.682744850461749,"hi",0,89,0
"ES",2012,"any_combo","total_grooming","undirected",0,0.196410276338677,26.0918473805424,0.285048330163707,"M","EK","AJ",1994-07-02,1996-03-03,NA,17.9986310746064,0.717148061117486,"hi",NA,NA,NA
"KK",2012,"any_combo","total_grooming","undirected",19,0.702115009310525,46.3050764222828,0.562763671254665,"M","KL",NA,1985-07-15,1985-07-02,2013-05-24,26.9623545516769,1,"hi",NA,NA,NA
"LK",2012,"any_combo","total_grooming","undirected",36,0.719001726672185,49.1971859139361,0.611265109558554,"M","LP",NA,1983-07-02,1983-07-02,NA,28.9993155373032,0.903460838174863,"hi",NA,NA,NA
"LN",2012,"any_combo","total_grooming","undirected",7,0.18951490966527,25.5419718766284,0.424098088934107,"F",NA,"Tyner (Ngogo)",1995-08-17,2008-08-13,NA,16.8733744010951,0.166636642071038,"lo",27,151,0.178807947019868
"LR",2012,"any_combo","total_grooming","undirected",8,0.435978320374844,26.9960387549212,0.84024442705924,"F","LP",NA,1989-05-15,1989-06-16,2013-05-25,23.129363449692,0.854710862762295,"hi",0,188,0
"ML",2012,"any_combo","total_grooming","undirected",12,0.0938603459953043,9.94615203150999,0.59822257682389,"F",NA,NA,1996-01-18,2009-01-14,NA,16.4517453798768,0.414640005218579,"med",0,134,0
"MU",2012,"any_combo","total_grooming","undirected",0,0.0516535314568924,3.71059981380503,0,"F",NA,NA,1970-07-02,1990-02-02,2014-04-29,41.9986310746064,0.341470005404372,"med",0,49,0
"NP",2012,"any_combo","total_grooming","undirected",22,0.119327239168218,13.4216923550235,0.505261626351902,"F","NL","LK",2000-02-09,2000-02-11,NA,12.3915126625599,0,"lo",0,71,0
"OT",2012,"any_combo","total_grooming","undirected",16,0.0588414170837204,6.82319644146052,0.426729238012675,"F","OU","ST",1998-02-13,1998-02-13,NA,14.3791923340178,0.268300006273224,"lo",0,138,0
"OU",2012,"any_combo","total_grooming","undirected",55,0.0969567163241356,7.47736521297113,0.593940999255576,"F",NA,NA,1979-12-14,1992-12-10,2017-07-21,32.5475701574264,1,"hi",0,134,0
"PB",2012,"any_combo","total_grooming","undirected",110,0.659411530467211,55.1901810904244,0.428365032540644,"M","PU",NA,1995-01-24,1995-02-24,NA,17.4346338124572,0.295784543532787,"lo",NA,NA,NA
"PG",2012,"any_combo","total_grooming","undirected",39,0.91138726332046,73.7280184560496,0.546860653038885,"M","PU",NA,1988-11-11,1988-12-24,2013-05-24,23.6358658453114,0.635441061784153,"med",NA,NA,NA
"PO",2012,"any_combo","total_grooming","undirected",0,0.0236596431541348,1.47935291613453,1,"F",NA,NA,1998-03-04,2011-03-01,NA,14.3271731690623,0.184857142748,"lo",11,91,0.120879120879121
"QT",2012,"any_combo","total_grooming","undirected",31,0.228385874367371,14.3395976627042,0.702889549249682,"F",NA,NA,1992-06-20,2005-06-17,NA,20.0301163586585,0.487810004349727,"med",0,134,0
"RD",2012,"any_combo","total_grooming","undirected",0,0.396420724718122,28.1889364390984,0.69863729910757,"F",NA,NA,1995-10-16,2008-10-12,2017-01-13,16.7091033538672,0.0260763825273224,"lo",0,85,0
"ST",2012,"any_combo","total_grooming","undirected",0,0.43684197622654,27.5502242990225,0.895422954733166,"M",NA,NA,1955-07-02,1983-07-02,2013-06-01,56.9993155373032,0.48250065065847,"med",NA,NA,NA
"TG",2012,"any_combo","total_grooming","undirected",11,0.535676433671907,36.739608286804,0.761793394318975,"F",NA,NA,1980-05-17,1993-05-14,NA,32.1232032854209,0.925779139161202,"hi",0,149,0
"TJ",2012,"any_combo","total_grooming","undirected",8,0.66350762905796,43.6008348718192,0.684673492169941,"M","TG","AJ",1995-08-13,1995-08-13,NA,16.8843258042437,0.450884725453552,"med",NA,NA,NA
"TU",2012,"any_combo","total_grooming","undirected",38,0.399479538374964,25.3330751376372,0.881160331217241,"M",NA,NA,1960-07-02,1983-07-02,2014-02-05,51.9972621492129,0.554774915081967,"med",NA,NA,NA
"UM",2012,"any_combo","total_grooming","undirected",0,0.0711979656496127,0,0,"F",NA,NA,1982-12-31,1995-12-28,NA,29.5003422313484,0.560980003163934,"med",0,45,0
"WA",2012,"any_combo","total_grooming","undirected",0,0.0957704026619847,7.37679783172097,1,"F",NA,NA,1991-11-29,2004-11-25,NA,20.5886379192334,0.0470936166038251,"lo",0,44,0
"WL",2012,"any_combo","total_grooming","undirected",29,0.0603982732741634,3.7951098357983,0.732108509098882,"F",NA,NA,1992-10-27,2005-10-24,NA,19.6769336071184,0.780490001923497,"hi",0,122,0
"YB",2012,"any_combo","total_grooming","undirected",24,1,81.3189207913425,0.624248912269942,"M",NA,NA,1973-07-02,1983-07-02,NA,38.9979466119097,0.400286234871585,"med",NA,NA,NA
