"ID1","ID2","year","total_AB_gm_gmd","total_AB_party","gmgmdi","sex_ID1","sex_ID2","n_AB_gmgmd","n_BA_gmgmd","age_mid_year_ID1","age_mid_year_ID2","weeks_pres_ID1","weeks_pres_ID2","n_AB_party","n_BA_party","dyad_sex"
"AJ","AL",2010,0,333,0,"M","F",0,0,35.9972621492129,29.1854893908282,52,52,200,133,"mixed"
"AJ","BB",2010,24,602,3.98671096345515,"M","M",9,15,35.9972621492129,43.9972621492129,52,52,294,308,"male"
"AJ","BL",2010,2,289,0.69204152249135,"M","F",0,2,35.9972621492129,49.9958932238193,52,52,197,92,"mixed"
"AJ","BU",2010,0,128,0,"M","F",0,0,35.9972621492129,12.4900752908966,52,52,128,0,"mixed"
"AJ","ES",2010,0,568,0,"M","M",0,0,35.9972621492129,15.9972621492129,52,52,405,163,"male"
"AJ","KK",2010,25,711,3.51617440225035,"M","M",13,12,35.9972621492129,24.9609856262834,52,52,424,287,"male"
"AJ","LK",2010,93,848,10.9669811320755,"M","M",52,41,35.9972621492129,26.9979466119097,52,52,478,370,"male"
"AJ","LN",2010,0,0,0,"M","F",0,0,35.9972621492129,14.8720054757016,52,52,0,0,"mixed"
"AJ","LR",2010,6,690,0.869565217391304,"M","F",1,5,35.9972621492129,21.1279945242984,52,52,230,460,"mixed"
"AJ","ML",2010,0,87,0,"M","F",0,0,35.9972621492129,14.4503764544832,52,52,87,0,"mixed"
"AJ","MS",2010,15,347,4.32276657060519,"M","M",7,8,35.9972621492129,34.9979466119097,52,43,137,210,"male"
"AJ","MU",2010,0,102,0,"M","F",0,0,35.9972621492129,39.9972621492129,52,52,39,63,"mixed"
"AJ","OT",2010,0,167,0,"M","F",0,0,35.9972621492129,12.3778234086242,52,52,167,0,"mixed"
"AJ","OU",2010,0,342,0,"M","F",0,0,35.9972621492129,30.5462012320329,52,52,217,125,"mixed"
"AJ","PB",2010,1,601,0.166389351081531,"M","M",1,0,35.9972621492129,15.4332648870637,52,52,379,222,"male"
"AJ","PG",2010,0,571,0,"M","M",0,0,35.9972621492129,21.6344969199179,52,52,449,122,"male"
"AJ","QT",2010,0,336,0,"M","F",0,0,35.9972621492129,18.0287474332649,52,52,288,48,"mixed"
"AJ","RD",2010,0,190,0,"M","F",0,0,35.9972621492129,14.7077344284736,52,52,161,29,"mixed"
"AJ","ST",2010,0,606,0,"M","M",0,0,35.9972621492129,54.9979466119097,52,52,263,343,"male"
"AJ","TG",2010,0,311,0,"M","F",0,0,35.9972621492129,30.1218343600274,52,52,220,91,"mixed"
"AJ","TU",2010,3,352,0.852272727272727,"M","M",3,0,35.9972621492129,49.9958932238193,52,52,167,185,"male"
"AJ","UM",2010,16,1463,1.09364319890636,"M","F",0,16,35.9972621492129,27.4989733059548,52,52,140,1323,"mixed"
"AJ","WA",2010,0,142,0,"M","F",0,0,35.9972621492129,18.5872689938398,52,52,22,120,"mixed"
"AJ","WL",2010,4,318,1.25786163522013,"M","F",1,3,35.9972621492129,17.6755646817248,52,52,249,69,"mixed"
"AJ","YB",2010,15,718,2.0891364902507,"M","M",5,10,35.9972621492129,36.9965776865161,52,52,410,308,"male"
"AL","BB",2010,1,448,0.223214285714286,"F","M",1,0,29.1854893908282,43.9972621492129,52,52,139,309,"mixed"
"AL","BL",2010,0,186,0,"F","F",0,0,29.1854893908282,49.9958932238193,52,52,96,90,"female"
"AL","BU",2010,0,124,0,"F","F",0,0,29.1854893908282,12.4900752908966,52,52,124,0,"female"
"AL","ES",2010,0,260,0,"F","M",0,0,29.1854893908282,15.9972621492129,52,52,147,113,"mixed"
"AL","KK",2010,0,618,0,"F","M",0,0,29.1854893908282,24.9609856262834,52,52,228,390,"mixed"
"AL","LK",2010,3,593,0.505902192242833,"F","M",0,3,29.1854893908282,26.9979466119097,52,52,210,383,"mixed"
"AL","LN",2010,0,8,0,"F","F",0,0,29.1854893908282,14.8720054757016,52,52,8,0,"female"
"AL","LR",2010,0,595,0,"F","F",0,0,29.1854893908282,21.1279945242984,52,52,121,474,"female"
"AL","ML",2010,0,117,0,"F","F",0,0,29.1854893908282,14.4503764544832,52,52,89,28,"female"
"AL","MS",2010,0,104,0,"F","M",0,0,29.1854893908282,34.9979466119097,52,43,46,58,"mixed"
"AL","MU",2010,0,89,0,"F","F",0,0,29.1854893908282,39.9972621492129,52,52,8,81,"female"
"AL","OT",2010,0,334,0,"F","F",0,0,29.1854893908282,12.3778234086242,52,52,269,65,"female"
"AL","OU",2010,1,745,0.134228187919463,"F","F",1,0,29.1854893908282,30.5462012320329,52,52,388,357,"female"
"AL","PB",2010,1,526,0.190114068441065,"F","M",0,1,29.1854893908282,15.4332648870637,52,52,201,325,"mixed"
"AL","PG",2010,0,259,0,"F","M",0,0,29.1854893908282,21.6344969199179,52,52,165,94,"mixed"
"AL","QT",2010,0,356,0,"F","F",0,0,29.1854893908282,18.0287474332649,52,52,226,130,"female"
"AL","RD",2010,0,116,0,"F","F",0,0,29.1854893908282,14.7077344284736,52,52,20,96,"female"
"AL","ST",2010,0,298,0,"F","M",0,0,29.1854893908282,54.9979466119097,52,52,97,201,"mixed"
"AL","TG",2010,0,429,0,"F","F",0,0,29.1854893908282,30.1218343600274,52,52,254,175,"female"
"AL","TU",2010,0,125,0,"F","M",0,0,29.1854893908282,49.9958932238193,52,52,59,66,"mixed"
"AL","UM",2010,0,643,0,"F","F",0,0,29.1854893908282,27.4989733059548,52,52,48,595,"female"
"AL","WA",2010,0,185,0,"F","F",0,0,29.1854893908282,18.5872689938398,52,52,0,185,"female"
"AL","WL",2010,0,428,0,"F","F",0,0,29.1854893908282,17.6755646817248,52,52,209,219,"female"
"AL","YB",2010,0,369,0,"F","M",0,0,29.1854893908282,36.9965776865161,52,52,121,248,"mixed"
"BB","BL",2010,0,279,0,"M","F",0,0,43.9972621492129,49.9958932238193,52,52,188,91,"mixed"
"BB","BU",2010,0,210,0,"M","F",0,0,43.9972621492129,12.4900752908966,52,52,210,0,"mixed"
"BB","ES",2010,1,459,0.217864923747277,"M","M",0,1,43.9972621492129,15.9972621492129,52,52,339,120,"male"
"BB","KK",2010,23,594,3.87205387205387,"M","M",12,11,43.9972621492129,24.9609856262834,52,52,365,229,"male"
"BB","LK",2010,9,520,1.73076923076923,"M","M",8,1,43.9972621492129,26.9979466119097,52,52,342,178,"male"
"BB","LN",2010,0,0,0,"M","F",0,0,43.9972621492129,14.8720054757016,52,52,0,0,"mixed"
"BB","LR",2010,1,532,0.18796992481203,"M","F",0,1,43.9972621492129,21.1279945242984,52,52,91,441,"mixed"
"BB","ML",2010,0,185,0,"M","F",0,0,43.9972621492129,14.4503764544832,52,52,185,0,"mixed"
"BB","MS",2010,13,342,3.80116959064327,"M","M",10,3,43.9972621492129,34.9979466119097,52,43,156,186,"male"
"BB","MU",2010,0,143,0,"M","F",0,0,43.9972621492129,39.9972621492129,52,52,65,78,"mixed"
"BB","OT",2010,0,108,0,"M","F",0,0,43.9972621492129,12.3778234086242,52,52,108,0,"mixed"
"BB","OU",2010,1,398,0.251256281407035,"M","F",0,1,43.9972621492129,30.5462012320329,52,52,237,161,"mixed"
"BB","PB",2010,3,528,0.568181818181818,"M","M",1,2,43.9972621492129,15.4332648870637,52,52,280,248,"male"
"BB","PG",2010,4,415,0.963855421686747,"M","M",2,2,43.9972621492129,21.6344969199179,52,52,310,105,"male"
"BB","QT",2010,0,307,0,"M","F",0,0,43.9972621492129,18.0287474332649,52,52,273,34,"mixed"
"BB","RD",2010,0,313,0,"M","F",0,0,43.9972621492129,14.7077344284736,52,52,218,95,"mixed"
"BB","ST",2010,36,635,5.66929133858268,"M","M",22,14,43.9972621492129,54.9979466119097,52,52,337,298,"male"
"BB","TG",2010,2,301,0.664451827242525,"M","F",2,0,43.9972621492129,30.1218343600274,52,52,225,76,"mixed"
"BB","TU",2010,23,322,7.14285714285714,"M","M",6,17,43.9972621492129,49.9958932238193,52,52,105,217,"male"
"BB","UM",2010,1,1039,0.0962463907603465,"M","F",0,1,43.9972621492129,27.4989733059548,52,52,159,880,"mixed"
"BB","WA",2010,0,171,0,"M","F",0,0,43.9972621492129,18.5872689938398,52,52,69,102,"mixed"
"BB","WL",2010,0,287,0,"M","F",0,0,43.9972621492129,17.6755646817248,52,52,245,42,"mixed"
"BB","YB",2010,3,422,0.710900473933649,"M","M",3,0,43.9972621492129,36.9965776865161,52,52,216,206,"male"
"BL","BU",2010,1,177,0.564971751412429,"F","F",1,0,49.9958932238193,12.4900752908966,52,52,160,17,"female"
"BL","ES",2010,0,166,0,"F","M",0,0,49.9958932238193,15.9972621492129,52,52,103,63,"mixed"
"BL","KK",2010,0,282,0,"F","M",0,0,49.9958932238193,24.9609856262834,52,52,132,150,"mixed"
"BL","LK",2010,1,298,0.335570469798658,"F","M",1,0,49.9958932238193,26.9979466119097,52,52,116,182,"mixed"
"BL","LN",2010,0,0,0,"F","F",0,0,49.9958932238193,14.8720054757016,52,52,0,0,"female"
"BL","LR",2010,0,296,0,"F","F",0,0,49.9958932238193,21.1279945242984,52,52,34,262,"female"
"BL","ML",2010,0,29,0,"F","F",0,0,49.9958932238193,14.4503764544832,52,52,12,17,"female"
"BL","MS",2010,0,158,0,"F","M",0,0,49.9958932238193,34.9979466119097,52,43,79,79,"mixed"
"BL","MU",2010,0,68,0,"F","F",0,0,49.9958932238193,39.9972621492129,52,52,13,55,"female"
"BL","OT",2010,0,117,0,"F","F",0,0,49.9958932238193,12.3778234086242,52,52,105,12,"female"
"BL","OU",2010,0,204,0,"F","F",0,0,49.9958932238193,30.5462012320329,52,52,105,99,"female"
"BL","PB",2010,0,399,0,"F","M",0,0,49.9958932238193,15.4332648870637,52,52,128,271,"mixed"
"BL","PG",2010,0,109,0,"F","M",0,0,49.9958932238193,21.6344969199179,52,52,75,34,"mixed"
"BL","QT",2010,0,181,0,"F","F",0,0,49.9958932238193,18.0287474332649,52,52,106,75,"female"
"BL","RD",2010,0,107,0,"F","F",0,0,49.9958932238193,14.7077344284736,52,52,60,47,"female"
"BL","ST",2010,0,250,0,"F","M",0,0,49.9958932238193,54.9979466119097,52,52,115,135,"mixed"
"BL","TG",2010,0,131,0,"F","F",0,0,49.9958932238193,30.1218343600274,52,52,62,69,"female"
"BL","TU",2010,0,131,0,"F","M",0,0,49.9958932238193,49.9958932238193,52,52,98,33,"mixed"
"BL","UM",2010,0,497,0,"F","F",0,0,49.9958932238193,27.4989733059548,52,52,8,489,"female"
"BL","WA",2010,0,77,0,"F","F",0,0,49.9958932238193,18.5872689938398,52,52,12,65,"female"
"BL","WL",2010,0,157,0,"F","F",0,0,49.9958932238193,17.6755646817248,52,52,94,63,"female"
"BL","YB",2010,0,225,0,"F","M",0,0,49.9958932238193,36.9965776865161,52,52,111,114,"mixed"
"BU","ES",2010,0,94,0,"F","M",0,0,12.4900752908966,15.9972621492129,52,52,0,94,"mixed"
"BU","KK",2010,0,195,0,"F","M",0,0,12.4900752908966,24.9609856262834,52,52,14,181,"mixed"
"BU","LK",2010,0,131,0,"F","M",0,0,12.4900752908966,26.9979466119097,52,52,8,123,"mixed"
"BU","LN",2010,0,0,0,"F","F",0,0,12.4900752908966,14.8720054757016,52,52,0,0,"female"
"BU","LR",2010,0,262,0,"F","F",0,0,12.4900752908966,21.1279945242984,52,52,0,262,"female"
"BU","ML",2010,0,0,0,"F","F",0,0,12.4900752908966,14.4503764544832,52,52,0,0,"female"
"BU","MS",2010,0,79,0,"F","M",0,0,12.4900752908966,34.9979466119097,52,43,0,79,"mixed"
"BU","MU",2010,0,68,0,"F","F",0,0,12.4900752908966,39.9972621492129,52,52,0,68,"female"
"BU","OT",2010,0,0,0,"F","F",0,0,12.4900752908966,12.3778234086242,52,52,0,0,"female"
"BU","OU",2010,0,113,0,"F","F",0,0,12.4900752908966,30.5462012320329,52,52,0,113,"female"
"BU","PB",2010,0,226,0,"F","M",0,0,12.4900752908966,15.4332648870637,52,52,9,217,"mixed"
"BU","PG",2010,0,46,0,"F","M",0,0,12.4900752908966,21.6344969199179,52,52,9,37,"mixed"
"BU","QT",2010,0,99,0,"F","F",0,0,12.4900752908966,18.0287474332649,52,52,0,99,"female"
"BU","RD",2010,0,39,0,"F","F",0,0,12.4900752908966,14.7077344284736,52,52,0,39,"female"
"BU","ST",2010,0,150,0,"F","M",0,0,12.4900752908966,54.9979466119097,52,52,0,150,"mixed"
"BU","TG",2010,0,144,0,"F","F",0,0,12.4900752908966,30.1218343600274,52,52,0,144,"female"
"BU","TU",2010,0,43,0,"F","M",0,0,12.4900752908966,49.9958932238193,52,52,0,43,"mixed"
"BU","UM",2010,0,469,0,"F","F",0,0,12.4900752908966,27.4989733059548,52,52,0,469,"female"
"BU","WA",2010,0,90,0,"F","F",0,0,12.4900752908966,18.5872689938398,52,52,0,90,"female"
"BU","WL",2010,0,100,0,"F","F",0,0,12.4900752908966,17.6755646817248,52,52,14,86,"female"
"BU","YB",2010,0,138,0,"F","M",0,0,12.4900752908966,36.9965776865161,52,52,9,129,"mixed"
"ES","KK",2010,0,615,0,"M","M",0,0,15.9972621492129,24.9609856262834,52,52,243,372,"male"
"ES","LK",2010,0,375,0,"M","M",0,0,15.9972621492129,26.9979466119097,52,52,150,225,"male"
"ES","LN",2010,0,16,0,"M","F",0,0,15.9972621492129,14.8720054757016,52,52,16,0,"mixed"
"ES","LR",2010,14,710,1.97183098591549,"M","F",0,14,15.9972621492129,21.1279945242984,52,52,141,569,"mixed"
"ES","ML",2010,0,128,0,"M","F",0,0,15.9972621492129,14.4503764544832,52,52,118,10,"mixed"
"ES","MS",2010,0,237,0,"M","M",0,0,15.9972621492129,34.9979466119097,52,43,64,173,"male"
"ES","MU",2010,0,102,0,"M","F",0,0,15.9972621492129,39.9972621492129,52,52,16,86,"mixed"
"ES","OT",2010,0,89,0,"M","F",0,0,15.9972621492129,12.3778234086242,52,52,72,17,"mixed"
"ES","OU",2010,0,346,0,"M","F",0,0,15.9972621492129,30.5462012320329,52,52,158,188,"mixed"
"ES","PB",2010,1,704,0.142045454545455,"M","M",0,1,15.9972621492129,15.4332648870637,52,52,302,402,"male"
"ES","PG",2010,0,435,0,"M","M",0,0,15.9972621492129,21.6344969199179,52,52,232,203,"male"
"ES","QT",2010,0,247,0,"M","F",0,0,15.9972621492129,18.0287474332649,52,52,148,99,"mixed"
"ES","RD",2010,0,127,0,"M","F",0,0,15.9972621492129,14.7077344284736,52,52,33,94,"mixed"
"ES","ST",2010,0,483,0,"M","M",0,0,15.9972621492129,54.9979466119097,52,52,105,378,"male"
"ES","TG",2010,2,382,0.523560209424084,"M","F",0,2,15.9972621492129,30.1218343600274,52,52,201,181,"mixed"
"ES","TU",2010,2,113,1.76991150442478,"M","M",2,0,15.9972621492129,49.9958932238193,52,52,57,56,"male"
"ES","UM",2010,7,1093,0.640439158279963,"M","F",0,7,15.9972621492129,27.4989733059548,52,52,42,1051,"mixed"
"ES","WA",2010,0,226,0,"M","F",0,0,15.9972621492129,18.5872689938398,52,52,43,183,"mixed"
"ES","WL",2010,2,277,0.72202166064982,"M","F",2,0,15.9972621492129,17.6755646817248,52,52,198,79,"mixed"
"ES","YB",2010,0,401,0,"M","M",0,0,15.9972621492129,36.9965776865161,52,52,134,267,"male"
"KK","LK",2010,44,969,4.54076367389061,"M","M",19,25,24.9609856262834,26.9979466119097,52,52,445,524,"male"
"KK","LN",2010,0,37,0,"M","F",0,0,24.9609856262834,14.8720054757016,52,52,37,0,"mixed"
"KK","LR",2010,1,728,0.137362637362637,"M","F",0,1,24.9609856262834,21.1279945242984,52,52,130,598,"mixed"
"KK","ML",2010,0,232,0,"M","F",0,0,24.9609856262834,14.4503764544832,52,52,204,28,"mixed"
"KK","MS",2010,19,305,6.22950819672131,"M","M",1,18,24.9609856262834,34.9979466119097,52,43,142,163,"male"
"KK","MU",2010,0,162,0,"M","F",0,0,24.9609856262834,39.9972621492129,52,52,77,85,"mixed"
"KK","OT",2010,0,337,0,"M","F",0,0,24.9609856262834,12.3778234086242,52,52,318,19,"mixed"
"KK","OU",2010,6,668,0.898203592814371,"M","F",2,4,24.9609856262834,30.5462012320329,52,52,440,228,"mixed"
"KK","PB",2010,2,719,0.278164116828929,"M","M",0,2,24.9609856262834,15.4332648870637,52,52,347,372,"male"
"KK","PG",2010,37,543,6.81399631675875,"M","M",28,9,24.9609856262834,21.6344969199179,52,52,372,171,"male"
"KK","QT",2010,2,467,0.428265524625268,"M","F",2,0,24.9609856262834,18.0287474332649,52,52,382,85,"mixed"
"KK","RD",2010,0,344,0,"M","F",0,0,24.9609856262834,14.7077344284736,52,52,251,93,"mixed"
"KK","ST",2010,13,842,1.54394299287411,"M","M",5,8,24.9609856262834,54.9979466119097,52,52,315,527,"male"
"KK","TG",2010,3,518,0.579150579150579,"M","F",2,1,24.9609856262834,30.1218343600274,52,52,349,169,"mixed"
"KK","TU",2010,2,170,1.17647058823529,"M","M",0,2,24.9609856262834,49.9958932238193,52,52,88,82,"male"
"KK","UM",2010,4,1194,0.33500837520938,"M","F",0,4,24.9609856262834,27.4989733059548,52,52,117,1077,"mixed"
"KK","WA",2010,0,302,0,"M","F",0,0,24.9609856262834,18.5872689938398,52,52,143,159,"mixed"
"KK","WL",2010,0,448,0,"M","F",0,0,24.9609856262834,17.6755646817248,52,52,315,133,"mixed"
"KK","YB",2010,26,783,3.3205619412516,"M","M",13,13,24.9609856262834,36.9965776865161,52,52,365,418,"male"
"LK","LN",2010,0,48,0,"M","F",0,0,26.9979466119097,14.8720054757016,52,52,48,0,"mixed"
"LK","LR",2010,10,636,1.57232704402516,"M","F",7,3,26.9979466119097,21.1279945242984,52,52,182,454,"mixed"
"LK","ML",2010,0,124,0,"M","F",0,0,26.9979466119097,14.4503764544832,52,52,124,0,"mixed"
"LK","MS",2010,1,196,0.510204081632653,"M","M",0,1,26.9979466119097,34.9979466119097,52,43,121,75,"male"
"LK","MU",2010,1,130,0.769230769230769,"M","F",1,0,26.9979466119097,39.9972621492129,52,52,52,78,"mixed"
"LK","OT",2010,0,259,0,"M","F",0,0,26.9979466119097,12.3778234086242,52,52,240,19,"mixed"
"LK","OU",2010,3,635,0.47244094488189,"M","F",1,2,26.9979466119097,30.5462012320329,52,52,375,260,"mixed"
"LK","PB",2010,0,547,0,"M","M",0,0,26.9979466119097,15.4332648870637,52,52,297,250,"male"
"LK","PG",2010,19,545,3.48623853211009,"M","M",7,12,26.9979466119097,21.6344969199179,52,52,369,176,"male"
"LK","QT",2010,3,426,0.704225352112676,"M","F",3,0,26.9979466119097,18.0287474332649,52,52,377,49,"mixed"
"LK","RD",2010,1,288,0.347222222222222,"M","F",1,0,26.9979466119097,14.7077344284736,52,52,229,59,"mixed"
"LK","ST",2010,15,564,2.65957446808511,"M","M",3,12,26.9979466119097,54.9979466119097,52,52,223,341,"male"
"LK","TG",2010,7,451,1.55210643015521,"M","F",7,0,26.9979466119097,30.1218343600274,52,52,330,121,"mixed"
"LK","TU",2010,8,204,3.92156862745098,"M","M",6,2,26.9979466119097,49.9958932238193,52,52,110,94,"male"
"LK","UM",2010,16,1343,1.19136262099777,"M","F",3,13,26.9979466119097,27.4989733059548,52,52,95,1248,"mixed"
"LK","WA",2010,0,241,0,"M","F",0,0,26.9979466119097,18.5872689938398,52,52,85,156,"mixed"
"LK","WL",2010,6,577,1.03986135181976,"M","F",0,6,26.9979466119097,17.6755646817248,52,52,376,201,"mixed"
"LK","YB",2010,29,897,3.2329988851728,"M","M",21,8,26.9979466119097,36.9965776865161,52,52,496,401,"male"
"LN","LR",2010,0,26,0,"F","F",0,0,14.8720054757016,21.1279945242984,52,52,0,26,"female"
"LN","ML",2010,0,17,0,"F","F",0,0,14.8720054757016,14.4503764544832,52,52,0,17,"female"
"LN","MS",2010,0,0,0,"F","M",0,0,14.8720054757016,34.9979466119097,52,43,0,0,"mixed"
"LN","MU",2010,0,0,0,"F","F",0,0,14.8720054757016,39.9972621492129,52,52,0,0,"female"
"LN","OT",2010,0,0,0,"F","F",0,0,14.8720054757016,12.3778234086242,52,52,0,0,"female"
"LN","OU",2010,0,8,0,"F","F",0,0,14.8720054757016,30.5462012320329,52,52,0,8,"female"
"LN","PB",2010,0,44,0,"F","M",0,0,14.8720054757016,15.4332648870637,52,52,0,44,"mixed"
"LN","PG",2010,0,31,0,"F","M",0,0,14.8720054757016,21.6344969199179,52,52,0,31,"mixed"
"LN","QT",2010,0,0,0,"F","F",0,0,14.8720054757016,18.0287474332649,52,52,0,0,"female"
"LN","RD",2010,0,29,0,"F","F",0,0,14.8720054757016,14.7077344284736,52,52,0,29,"female"
"LN","ST",2010,0,59,0,"F","M",0,0,14.8720054757016,54.9979466119097,52,52,0,59,"mixed"
"LN","TG",2010,0,3,0,"F","F",0,0,14.8720054757016,30.1218343600274,52,52,0,3,"female"
"LN","TU",2010,0,0,0,"F","M",0,0,14.8720054757016,49.9958932238193,52,52,0,0,"mixed"
"LN","UM",2010,0,276,0,"F","F",0,0,14.8720054757016,27.4989733059548,52,52,0,276,"female"
"LN","WA",2010,0,22,0,"F","F",0,0,14.8720054757016,18.5872689938398,52,52,0,22,"female"
"LN","WL",2010,0,32,0,"F","F",0,0,14.8720054757016,17.6755646817248,52,52,0,32,"female"
"LN","YB",2010,0,52,0,"F","M",0,0,14.8720054757016,36.9965776865161,52,52,0,52,"mixed"
"LR","ML",2010,0,349,0,"F","F",0,0,21.1279945242984,14.4503764544832,52,52,346,3,"female"
"LR","MS",2010,0,139,0,"F","M",0,0,21.1279945242984,34.9979466119097,52,43,53,86,"mixed"
"LR","MU",2010,0,256,0,"F","F",0,0,21.1279945242984,39.9972621492129,52,52,256,0,"female"
"LR","OT",2010,0,102,0,"F","F",0,0,21.1279945242984,12.3778234086242,52,52,102,0,"female"
"LR","OU",2010,0,614,0,"F","F",0,0,21.1279945242984,30.5462012320329,52,52,441,173,"female"
"LR","PB",2010,12,644,1.86335403726708,"F","M",10,2,21.1279945242984,15.4332648870637,52,52,473,171,"mixed"
"LR","PG",2010,14,642,2.18068535825545,"F","M",12,2,21.1279945242984,21.6344969199179,52,52,574,68,"mixed"
"LR","QT",2010,4,420,0.952380952380952,"F","F",4,0,21.1279945242984,18.0287474332649,52,52,368,52,"female"
"LR","RD",2010,0,201,0,"F","F",0,0,21.1279945242984,14.7077344284736,52,52,201,0,"female"
"LR","ST",2010,0,174,0,"F","M",0,0,21.1279945242984,54.9979466119097,52,52,57,117,"mixed"
"LR","TG",2010,1,608,0.164473684210526,"F","F",0,1,21.1279945242984,30.1218343600274,52,52,414,194,"female"
"LR","TU",2010,0,126,0,"F","M",0,0,21.1279945242984,49.9958932238193,52,52,66,60,"mixed"
"LR","UM",2010,0,170,0,"F","F",0,0,21.1279945242984,27.4989733059548,52,52,35,135,"female"
"LR","WA",2010,0,35,0,"F","F",0,0,21.1279945242984,18.5872689938398,52,52,35,0,"female"
"LR","WL",2010,1,540,0.185185185185185,"F","F",0,1,21.1279945242984,17.6755646817248,52,52,438,102,"female"
"LR","YB",2010,2,582,0.343642611683849,"F","M",0,2,21.1279945242984,36.9965776865161,52,52,418,164,"mixed"
"ML","MS",2010,0,33,0,"F","M",0,0,14.4503764544832,34.9979466119097,52,43,0,33,"mixed"
"ML","MU",2010,0,76,0,"F","F",0,0,14.4503764544832,39.9972621492129,52,52,0,76,"female"
"ML","OT",2010,0,18,0,"F","F",0,0,14.4503764544832,12.3778234086242,52,52,0,18,"female"
"ML","OU",2010,0,186,0,"F","F",0,0,14.4503764544832,30.5462012320329,52,52,0,186,"female"
"ML","PB",2010,0,241,0,"F","M",0,0,14.4503764544832,15.4332648870637,52,52,0,241,"mixed"
"ML","PG",2010,0,99,0,"F","M",0,0,14.4503764544832,21.6344969199179,52,52,10,89,"mixed"
"ML","QT",2010,0,117,0,"F","F",0,0,14.4503764544832,18.0287474332649,52,52,28,89,"female"
"ML","RD",2010,0,58,0,"F","F",0,0,14.4503764544832,14.7077344284736,52,52,10,48,"female"
"ML","ST",2010,0,96,0,"F","M",0,0,14.4503764544832,54.9979466119097,52,52,0,96,"mixed"
"ML","TG",2010,0,51,0,"F","F",0,0,14.4503764544832,30.1218343600274,52,52,0,51,"female"
"ML","TU",2010,0,48,0,"F","M",0,0,14.4503764544832,49.9958932238193,52,52,0,48,"mixed"
"ML","UM",2010,0,522,0,"F","F",0,0,14.4503764544832,27.4989733059548,52,52,0,522,"female"
"ML","WA",2010,7,170,4.11764705882353,"F","F",0,7,14.4503764544832,18.5872689938398,52,52,25,145,"female"
"ML","WL",2010,0,76,0,"F","F",0,0,14.4503764544832,17.6755646817248,52,52,7,69,"female"
"ML","YB",2010,0,145,0,"F","M",0,0,14.4503764544832,36.9965776865161,52,52,0,145,"mixed"
"MS","MU",2010,0,5,0,"M","F",0,0,34.9979466119097,39.9972621492129,43,52,5,0,"mixed"
"MS","OT",2010,0,41,0,"M","F",0,0,34.9979466119097,12.3778234086242,43,52,41,0,"mixed"
"MS","OU",2010,0,75,0,"M","F",0,0,34.9979466119097,30.5462012320329,43,52,41,34,"mixed"
"MS","PB",2010,1,274,0.364963503649635,"M","M",1,0,34.9979466119097,15.4332648870637,43,52,169,105,"male"
"MS","PG",2010,9,154,5.84415584415584,"M","M",1,8,34.9979466119097,21.6344969199179,43,52,100,54,"male"
"MS","QT",2010,0,131,0,"M","F",0,0,34.9979466119097,18.0287474332649,43,52,119,12,"mixed"
"MS","RD",2010,0,133,0,"M","F",0,0,34.9979466119097,14.7077344284736,43,52,124,9,"mixed"
"MS","ST",2010,10,377,2.6525198938992,"M","M",5,5,34.9979466119097,54.9979466119097,43,52,189,188,"male"
"MS","TG",2010,2,79,2.53164556962025,"M","F",2,0,34.9979466119097,30.1218343600274,43,52,70,9,"mixed"
"MS","TU",2010,6,369,1.6260162601626,"M","M",5,1,34.9979466119097,49.9958932238193,43,52,188,181,"male"
"MS","UM",2010,1,664,0.150602409638554,"M","F",0,1,34.9979466119097,27.4989733059548,43,52,97,567,"mixed"
"MS","WA",2010,0,193,0,"M","F",0,0,34.9979466119097,18.5872689938398,43,52,126,67,"mixed"
"MS","WL",2010,0,85,0,"M","F",0,0,34.9979466119097,17.6755646817248,43,52,85,0,"mixed"
"MS","YB",2010,23,214,10.7476635514019,"M","M",13,10,34.9979466119097,36.9965776865161,43,52,123,91,"male"
"MU","OT",2010,0,65,0,"F","F",0,0,39.9972621492129,12.3778234086242,52,52,65,0,"female"
"MU","OU",2010,0,78,0,"F","F",0,0,39.9972621492129,30.5462012320329,52,52,78,0,"female"
"MU","PB",2010,1,245,0.408163265306122,"F","M",0,1,39.9972621492129,15.4332648870637,52,52,86,159,"mixed"
"MU","PG",2010,0,86,0,"F","M",0,0,39.9972621492129,21.6344969199179,52,52,86,0,"mixed"
"MU","QT",2010,0,115,0,"F","F",0,0,39.9972621492129,18.0287474332649,52,52,66,49,"female"
"MU","RD",2010,0,17,0,"F","F",0,0,39.9972621492129,14.7077344284736,52,52,17,0,"female"
"MU","ST",2010,0,125,0,"F","M",0,0,39.9972621492129,54.9979466119097,52,52,82,43,"mixed"
"MU","TG",2010,0,141,0,"F","F",0,0,39.9972621492129,30.1218343600274,52,52,78,63,"female"
"MU","TU",2010,0,23,0,"F","M",0,0,39.9972621492129,49.9958932238193,52,52,0,23,"mixed"
"MU","UM",2010,0,513,0,"F","F",0,0,39.9972621492129,27.4989733059548,52,52,63,450,"female"
"MU","WA",2010,0,181,0,"F","F",0,0,39.9972621492129,18.5872689938398,52,52,63,118,"female"
"MU","WL",2010,0,77,0,"F","F",0,0,39.9972621492129,17.6755646817248,52,52,66,11,"female"
"MU","YB",2010,0,191,0,"F","M",0,0,39.9972621492129,36.9965776865161,52,52,78,113,"mixed"
